1	1	1	1	1	1	1	1	1	1
1.9534093332587146	1.8902049540719033	1.7834890542032507	1.9077883704723704	2.0104622331397124	1.908271143648515	1.7267797292533118	1.8531179057041203	1.8112110914830575	1.8769462724020305
