1	1	1	1	1	1	1	1	1	1
1.0286732227042856	1.0277256642383352	1.0246594344774689	1.0261480106905934	1.0239297811465573	1.0227162779107533	1.0293462864933602	1.0309572730521468	1.034229240299662	1.0311584376321563
