52366803.4672305	21459961.66142577	29713611.50420128	57203068.79851033	111717340.04091215	21287403.886265807	21470914.446020387	57203068.798510335	21287418.244632088	21471007.186323185
21459961.660877887	3061428.144296721	21002886.764912643	53201558.336632125	109722280.30121508	3345079.3801269224	4383322.383214212	53201558.336632125	3345207.587479739	4383933.448390196
29713611.504201256	21002886.76491265	20778568.530793082	57033169.2096899	111630439.60649522	20819130.251582738	21014046.297992088	57033169.20968992	20819150.115227405	21014173.769318018
57203068.798510335	53201558.336632125	57033169.209689915	53113401.9548549	121863201.67228454	53130506.12882179	53205964.32765166	53113401.95485489	53130514.20086904	53206014.673156925
111717340.04091214	109722280.30121508	111630439.60649522	121863201.67228454	109679562.6005594	109687879.1789775	109724416.72371113	121863201.67228451	109687883.09503704	109724441.13652872
21287403.886265773	3345079.3801269224	20819130.251582727	53130506.12882179	109687879.1789775	1348040.7194428337	3414436.643075193	53130506.12882179	3580478.6237872588	3415221.040585101
21470914.446020387	4383322.383214212	21014046.297992088	53205964.32765166	109724416.72371113	3414436.643075193	3137064.372868605	53205964.32765166	3414590.43842976	7600169.348321892
57203068.798510335	53201558.336632125	57033169.209689915	53113401.95485489	121863201.67228451	53130506.12882179	53205964.32765166	53113401.95485489	53130514.20086901	53206014.673156925
21287418.244632088	3345207.587479739	20819150.115227405	53130514.20086904	109687883.09503704	3580478.6237872588	3414590.43842976	53130514.20086901	1348358.8265860437	3415374.8093167366
21471007.186323185	4383933.448390196	21014173.769318037	53206014.673156925	109724441.13652872	3415221.040585101	7600169.348321892	53206014.673156925	3415374.8093167366	3137918.138556635
