486320.79722585616	328570.43313094677	368713.8866534511	503197.4650645339	1086442.7569453523	329561.6948276927	329176.7181175367	503197.46506453375	329294.5669236793	328905.34554137744
328570.4331379087	20392.11367342365	173213.77373110727	382205.22713785863	1035966.1512337973	29474.464908100246	31970.858049672428	382205.22713785863	29782.325854992574	32541.76479744348
368713.88665345166	173213.77373110724	172009.22393955628	418632.0277223916	1049712.6060825381	168001.2243411065	173769.76658641215	418632.0277223916	167973.5643759311	173878.58200969824
503197.46506453375	382205.22713785863	418632.02772239153	381660.84073769127	1103845.5623558597	382253.71747856244	382454.3093538014	381660.84073769127	382277.57899876323	382502.45709374157
1086442.7569453528	1035966.151233795	1049712.6060825381	1103845.5623558569	1035765.4310687527	1035950.40484932	1036058.210200393	1103845.5623558569	1035957.3774267659	1036075.9892294242
329561.6948276928	29474.464908100363	168001.2243411065	382253.7174785623	1035950.4048493202	21281.583204607283	32600.9895072476	382253.7174785623	46744.88130577564	33155.77356019451
329176.71811753674	31970.858049698305	173769.76658641215	382454.309353801	1036058.210200393	32600.98950724753	24623.176375560713	382454.309353801	32963.03879939596	63260.20051055604
503197.46506453375	382205.22713785863	418632.02772239153	381660.84073769127	1103845.5623558597	382253.71747856244	382454.3093538014	381660.84073769127	382277.57899876323	382502.45709374157
329294.56692367943	29782.325854992592	167973.5643759311	382277.5789987634	1035957.3774267659	46744.881305775554	32963.038799396	382277.5789987634	21705.958534757912	33514.42898252793
328905.3455413776	32541.76479744348	173878.58200969832	382502.45709374157	1036075.9892294245	33155.77356019451	63260.2005105561	382502.45709374157	33514.42898252807	25360.042086803525
